time,latitude,longitude,mag
2021-11-28T00:01:56.914372Z,52.07848227957291,5.150111986543178,5.625
2021-11-28T00:01:56.914530Z,52.033247988571844,5.247450005233449,4.541666666666667
2021-11-28T00:01:56.914609Z,52.01061201872127,5.328154748334826,5.575
2021-11-28T00:01:56.914682Z,52.051059061659565,5.244653690834235,7.8
2021-11-28T00:01:56.914754Z,52.07655413237478,5.197135888626217,10.66
2021-11-28T00:01:56.914825Z,51.992665246629265,5.1900076200844625,4.833333333333333
2021-11-28T00:01:56.914894Z,52.11853306801118,5.1287432667676685,5.925
2021-11-28T00:01:56.914963Z,52.01188340888352,5.151658563597137,5.875
2021-11-28T00:01:56.915031Z,51.98232700687161,5.352617252888361,4.266666666666667
2021-11-28T00:01:56.915099Z,51.98530139283328,5.25994377798252,4.533333333333333
2021-11-28T00:01:56.915166Z,52.10136868160141,5.170248595295585,11.325000000000001
2021-11-28T00:01:56.915235Z,52.10334914995516,5.013553931979207,4.466666666666667
2021-11-28T00:01:56.915302Z,52.08590517064372,5.019885824573917,5.6
2021-11-28T00:01:56.915370Z,52.03907862355974,4.935094446224729,6.691666666666666
2021-11-28T00:01:56.915438Z,52.05393106114677,4.988451953237675,5.883333333333333
2021-11-28T00:01:56.915505Z,52.0087569296479,4.731648812303222,8.608333333333333
2021-11-28T00:01:56.915572Z,52.07793678555465,5.121888253410522,5.575
2021-11-28T00:01:56.915639Z,52.01938315095038,5.0792144901817915,4.9750000000000005
2021-11-28T00:01:56.915707Z,51.97855417504101,4.972368884137797,4.958333333333333
2021-11-28T00:01:56.915774Z,52.02483268591973,4.919094338594271,5.35
2021-11-28T00:01:56.915842Z,51.96066157597757,4.929569852737344,5.375
2021-11-28T00:01:56.915909Z,52.0514187346089,4.989742684253144,5.333333333333333
2021-11-28T00:01:56.915977Z,51.97986577280187,5.16463541931883,3.7916666666666665
2021-11-28T00:01:56.916044Z,52.09174958917715,5.117107744625924,5.800000000000001
2021-11-28T00:01:56.916111Z,52.09491600355468,5.12625299824994,5.116666666666666
2021-11-28T00:01:56.916178Z,52.091898602694165,4.89386321732363,5.666666666666667
2021-11-28T00:01:56.916245Z,52.08485748438617,4.747326869894829,7.9
2021-11-28T00:01:56.916313Z,52.04211745919039,4.892793705243776,6.475
2021-11-28T00:01:56.916381Z,52.12005630592163,5.139101279224226,8.191666666666666
2021-11-28T00:01:56.916448Z,52.08765081710609,4.786215378000869,9.55
2021-11-28T00:01:56.916515Z,52.0883086468212,4.972226892134429,4.74
2021-11-28T00:01:56.916583Z,52.12622039326098,4.857720659928095,8.875
2021-11-28T00:01:56.916650Z,52.108658416489575,4.9380695145780065,6.125
2021-11-28T00:01:56.916718Z,52.04130930122653,4.899449117217519,7.866666666666667
2021-11-28T00:01:56.916785Z,52.02390309568415,5.139735596654416,4.65
2021-11-28T00:01:56.916853Z,52.049802629091566,5.1293586091378645,6.8
2021-11-28T00:01:56.916919Z,52.08851595789308,5.09173915298427,5.43076923076923
2021-11-28T00:01:56.916986Z,52.011418983271355,5.192663530839771,4.975
2021-11-28T00:01:56.917054Z,52.03649403013885,5.071445566480098,5.383333333333333
2021-11-28T00:01:56.917121Z,52.11707468278349,5.016636651387236,2.975
2021-11-28T00:01:56.917189Z,52.1464929882674,5.0139234992561015,4.3
2021-11-28T00:01:56.917256Z,52.11291907300292,4.985487841444076,5.066666666666666
2021-11-28T00:01:56.917323Z,52.081104033627845,5.005278375896983,3.869230769230769
2021-11-28T00:01:56.917410Z,51.98645480409225,5.164995800902409,3.4250000000000003
2021-11-28T00:01:56.917528Z,52.054941826501,5.108727602331054,5.483333333333333
2021-11-28T00:01:56.917653Z,52.0559368564236,5.242407404476716,4.883333333333334
2021-11-28T00:01:56.917722Z,52.10247931357385,4.894257318675699,6.574999999999999
2021-11-28T00:01:56.917791Z,52.12585105958222,4.815200286164264,9.475
2021-11-28T00:01:56.917861Z,52.137990741553416,4.870990556070168,8.9
2021-11-28T00:01:56.917929Z,52.0074190841199,4.810944307318585,8.674999999999999
2021-11-28T00:01:56.917999Z,52.066287771005484,4.8063363466703635,8.45
2021-11-28T00:01:56.918067Z,52.06850610630255,4.930465628758758,7.0
2021-11-28T00:01:56.918153Z,52.08241342351962,5.074462435716003,5.25
2021-11-28T00:01:56.918220Z,52.16480039744093,4.973152861056492,5.1
2021-11-28T00:01:56.918290Z,52.0544838569628,5.101396823889607,3.975
2021-11-28T00:01:56.918357Z,52.143435614263744,5.013466959874216,4.108333333333333
2021-11-28T00:01:56.918426Z,52.106350384664154,5.107341957776848,5.658333333333334
2021-11-28T00:01:56.918494Z,51.987970037765955,5.347706852330863,5.083333333333333
2021-11-28T00:01:56.918561Z,52.02476068401213,5.128905290092338,3.8000000000000003
2021-11-28T00:01:56.918629Z,52.0120286432538,5.152371531651408,4.366666666666666
2021-11-28T00:01:56.918697Z,51.98814132215484,5.243994564891642,4.4750000000000005
2021-11-28T00:01:56.918764Z,51.97463193233632,5.348751861793626,4.491666666666666
2021-11-28T00:01:56.918871Z,52.0049812010988,5.095741228996961,5.091666666666666
2021-11-28T00:01:56.918968Z,52.0248891291018,4.870268682039166,6.983333333333333
2021-11-28T00:01:56.919035Z,52.014346772475896,4.803178458470439,7.875
2021-11-28T00:01:56.919103Z,51.99530220029862,4.968107905218114,4.6499999999999995
2021-11-28T00:01:56.919169Z,52.00357182998609,4.791041806537478,8.475
2021-11-28T00:01:56.919237Z,52.00223485764723,4.773991686124876,8.175
2021-11-28T00:01:56.919303Z,52.1529338013668,4.940458914153044,7.025
2021-11-28T00:01:56.919370Z,52.0856692073441,5.049169858269256,4.758333333333334
2021-11-28T00:01:56.919438Z,52.037869754308204,5.02772725391364,5.741666666666667
2021-11-28T00:01:56.919505Z,52.068453520269436,5.179742049564075,4.916666666666667
2021-11-28T00:01:56.919572Z,52.00282742731964,5.426464508542689,11.518181818181818
2021-11-28T00:01:56.919639Z,52.02780394993739,4.898241007937937,7.35
2021-11-28T00:01:56.919706Z,52.14112451012626,4.872342116135905,8.675
2021-11-28T00:01:56.919774Z,52.60174303514321,5.0114667042813394,11.666666666666666
2021-11-28T00:01:56.919841Z,52.67285455679244,5.241903349802786,10.583333333333334
2021-11-28T00:01:56.919907Z,52.64378690900862,5.080483583042828,7.75
2021-11-28T00:01:56.919974Z,52.62481892329578,5.014573788903456,9.916666666666666
2021-11-28T00:01:56.920041Z,52.73929322452994,5.193341853963224,10.25
2021-11-28T00:01:56.920109Z,52.73769776051757,5.144554481092828,16.916666666666668
2021-11-28T00:01:56.920176Z,52.73470606610148,5.146028154460195,7.416666666666667
2021-11-28T00:01:56.920243Z,52.92092744964823,5.038047808601422,19.0
2021-11-28T00:01:56.920310Z,52.77411629651323,5.098866040095612,17.25
2021-11-28T00:01:56.920377Z,52.92083925192852,5.0386309125207065,40.25
2021-11-28T00:01:56.920444Z,51.98965621102683,4.25200639570014,8.8
2021-11-28T00:01:56.920511Z,52.010699877526655,4.298698475279699,11.0
2021-11-28T00:01:56.920579Z,51.991582136372884,4.258786503055382,9.3
2021-11-28T00:01:56.920646Z,51.976949763563084,4.218442108541435,5.2
2021-11-28T00:01:56.920713Z,51.95950211549043,4.181051419311914,11.572
2021-11-28T00:01:56.920781Z,51.96013106908455,4.187174796918133,16.0
2021-11-28T00:01:56.920847Z,51.984641852652004,4.258699062820247,7.8
2021-11-28T00:01:56.920915Z,51.9999670055906,4.332235671707569,12.0
2021-11-28T00:01:56.921002Z,51.923575223557854,4.280906672055619,11.335
2021-11-28T00:01:56.921153Z,51.92170185041094,4.254101492452683,17.0
2021-11-28T00:01:56.921221Z,51.9389060792713,4.30068609752352,13.0
2021-11-28T00:01:56.921288Z,51.94306181034306,4.2971093856795815,19.0
2021-11-28T00:01:56.921357Z,51.943451586337694,4.322975023492302,9.6
2021-11-28T00:01:56.921424Z,51.915579198748645,4.342255266143362,17.0
2021-11-28T00:01:56.921491Z,51.97166681916451,4.311026641740878,9.7
2021-11-28T00:01:56.921559Z,51.988982232591226,4.288000213419476,12.0
2021-11-28T00:01:56.921627Z,51.99744453732157,4.320645243020616,14.0
2021-11-28T00:01:56.921695Z,51.99917457111466,4.328074800086812,11.0
2021-11-28T00:01:56.921762Z,51.97615236075984,4.253614423663991,9.8
2021-11-28T00:01:56.921829Z,51.97166272303788,4.227370489057367,11.0
2021-11-28T00:01:56.921896Z,51.93676714950377,4.234655953628182,8.1
2021-11-28T00:01:56.921962Z,51.95471728218919,4.226338911522755,5.9
2021-11-28T00:01:56.922030Z,52.08234510879919,4.276077041082898,9.65
2021-11-28T00:01:56.922097Z,52.01165316338149,4.196618857030928,7.9
2021-11-28T00:01:56.922163Z,52.01885895413044,4.1595374008033055,15.258
2021-11-28T00:01:56.922229Z,51.99178562987394,4.370867429554188,12.0
2021-11-28T00:01:56.922296Z,51.93945906390255,4.4195500697647985,13.963333333333333
2021-11-28T00:01:56.922363Z,51.94916322484658,4.411485899601941,12.5
2021-11-28T00:01:56.922430Z,51.934952677226065,4.3077037187365335,11.0
2021-11-28T00:01:56.922498Z,51.935865374000855,4.271631349794093,16.0
2021-11-28T00:01:56.922566Z,51.946423853137034,4.253404975551205,11.0
2021-11-28T00:01:56.922634Z,51.96559062691314,4.303226997878701,15.0
2021-11-28T00:01:56.922702Z,51.93301001459273,4.293005440987124,13.0
2021-11-28T00:01:56.922769Z,51.92883059828989,4.14728352737286,4.8
2021-11-28T00:01:56.922837Z,51.9164348338818,4.286315420092033,13.0
2021-11-28T00:01:56.922904Z,51.916938910684536,4.287349679582073,13.0
2021-11-28T00:01:56.922972Z,51.91825398846568,4.302144846094318,15.0
2021-11-28T00:01:56.923039Z,51.921828164249824,4.309589098284034,24.0
2021-11-28T00:01:56.923106Z,51.93029459324843,4.300676265687998,9.4
2021-11-28T00:01:56.923172Z,51.94131451910934,4.273721247358426,17.0
2021-11-28T00:01:56.923239Z,51.93932454294918,4.299279805217846,19.0
2021-11-28T00:01:56.923306Z,51.94267056881062,4.273585813034098,13.0
2021-11-28T00:01:56.923373Z,51.92641369070084,4.25613448687879,12.0
2021-11-28T00:01:56.923441Z,51.97434196913728,4.303786978580671,1.5
2021-11-28T00:01:56.923509Z,51.943685345897116,4.3091664619211985,9.6
2021-11-28T00:01:56.923576Z,51.96993733999199,4.310631519542091,10.0
2021-11-28T00:01:56.923644Z,51.925135212981615,4.283339870692758,14.0
2021-11-28T00:01:56.923712Z,51.93298671334529,4.290504889005355,20.0
2021-11-28T00:01:56.923779Z,51.99242891953294,4.283620328640762,11.0
2021-11-28T00:01:56.923846Z,52.0070528505419,4.313643735684429,15.0
2021-11-28T00:01:56.923913Z,51.97349718158943,4.24582201703559,11.0
2021-11-28T00:01:56.923980Z,51.95086326003455,4.326494316212542,12.0
2021-11-28T00:01:56.924049Z,51.96854087705237,4.334109664321165,11.0
2021-11-28T00:01:56.924117Z,51.96969610301003,4.322643727973464,9.2
2021-11-28T00:01:56.924185Z,51.99009063096702,4.324503779833287,11.0
2021-11-28T00:01:56.924253Z,51.97308757670983,4.330917441424957,11.0
2021-11-28T00:01:56.924320Z,51.98518457434905,4.319743005126002,10.0
2021-11-28T00:01:56.924387Z,51.9861383573423,4.309005192388765,12.0
2021-11-28T00:01:56.924455Z,51.95566545638216,4.268520561372976,16.0
2021-11-28T00:01:56.924521Z,51.97030448060048,4.265274022103139,12.0
2021-11-28T00:01:56.924589Z,51.959632673936774,4.2641294156708165,19.0
2021-11-28T00:01:56.924656Z,51.937887318565366,4.215212138410315,8.3
2021-11-28T00:01:56.924722Z,51.96624170753613,4.211910503886135,13.0
2021-11-28T00:01:56.924789Z,51.95283256103078,4.252428447835193,13.0
2021-11-28T00:01:56.924856Z,51.980334317605056,4.240844298984547,10.0
2021-11-28T00:01:56.924924Z,51.92471584505896,4.265627434724308,12.0
2021-11-28T00:01:56.924991Z,52.01065842105458,4.307861852162949,14.0
2021-11-28T00:01:56.925059Z,52.00614433043073,4.312587678619296,11.0
2021-11-28T00:01:56.925126Z,51.94127146648711,4.219254387802766,8.3
2021-11-28T00:01:56.925194Z,51.91969164472432,4.363194633128502,14.0
2021-11-28T00:01:56.925262Z,51.92811449045485,4.35193796891727,14.0
2021-11-28T00:01:56.925330Z,51.93978239557937,4.348920314747307,11.0
2021-11-28T00:01:56.925397Z,51.91163896588114,4.316940721802333,12.0
2021-11-28T00:01:56.925465Z,51.97671577033367,4.430332654517427,15.0
2021-11-28T00:01:56.925532Z,52.02110797604981,4.379352238773919,6.505000000000001
2021-11-28T00:01:56.925599Z,52.012807583418265,4.445090622550764,12.0
2021-11-28T00:01:56.925666Z,52.02978464523415,4.376504810023444,19.0
2021-11-28T00:01:56.925733Z,52.04571698061487,4.440855884237093,15.0
2021-11-28T00:01:56.925800Z,52.007407968887534,4.406882887486039,18.0
2021-11-28T00:01:56.925867Z,51.987179020572256,4.393508809036315,15.0
2021-11-28T00:01:56.925935Z,52.05265938572134,4.275574641753311,11.0
2021-11-28T00:01:56.926003Z,52.08488278336879,4.747020117949539,7.625
2021-11-28T00:01:56.926070Z,52.21371625716933,4.717295726521052,11.175
2021-11-28T00:01:56.926138Z,52.124592536281895,4.770575282604129,7.85
2021-11-28T00:01:56.926205Z,52.15296960498231,4.795418638112191,5.625
2021-11-28T00:01:56.926273Z,52.18661174137487,4.700725239100594,9.325
2021-11-28T00:01:56.926341Z,52.19353344392935,4.722864202040871,9.35
2021-11-28T00:01:56.926408Z,52.20328652029874,4.724635215566373,10.975
2021-11-28T00:01:56.926475Z,52.03213606761216,4.725288141131858,6.45
2021-11-28T00:01:56.926542Z,52.02921468980608,4.759735489441004,6.4
2021-11-28T00:01:56.926610Z,52.04047557284472,4.764533408192894,6.425
2021-11-28T00:01:56.926678Z,52.29860554500269,4.838926848469645,8.525
2021-11-28T00:01:56.926745Z,52.0658349109205,4.427698396989648,10.366666666666667
2021-11-28T00:01:56.926813Z,52.00455439470096,4.6402924927652744,11.083333333333334
2021-11-28T00:01:56.926881Z,51.994539501443406,4.635785299405735,9.183333333333334
2021-11-28T00:01:56.926948Z,52.35632024262753,6.620117306673468,7.4
2021-11-28T00:01:56.927015Z,52.38077477839992,4.905707050973741,48.30769230769231
2021-11-28T00:01:56.927083Z,52.75052451165519,5.2650184806013725,6.4338461538461535
2021-11-28T00:01:56.927150Z,51.3878203075191,4.245772981695653,55.75
2021-11-28T00:01:56.927218Z,51.97545498744589,4.090392953912075,255.0
2021-11-28T00:01:56.927285Z,51.31860320426218,6.113325347187712,4.823076923076924
2021-11-28T00:01:56.927352Z,51.692464014859375,4.493381163406134,4.523076923076923
2021-11-28T00:01:56.927419Z,51.794091348488166,5.053081382976289,6.500769230769231
