,latitude,longitude,mag
0,52.07848227957291,5.150111986543178,0.11558333333333333
1,52.033247988571844,5.247450005233449,0.09541666666666666
2,52.01061201872127,5.328154748334826,0.20274999999999999
3,52.051059061659565,5.244653690834235,0.17416666666666666
4,52.07655413237478,5.197135888626217,0.13964285714285715
5,51.992665246629265,5.1900076200844625,0.1698333333333333
6,52.11853306801118,5.1287432667676685,0.17316666666666666
7,52.01188340888352,5.151658563597137,0.11216666666666668
8,51.98232700687161,5.352617252888361,0.11466666666666668
9,51.98530139283328,5.25994377798252,0.09000000000000001
10,52.10136868160141,5.170248595295585,0.28250000000000003
11,51.99522629907771,5.302009863873146,0.05775
12,51.97566521568862,5.286998018484321,0.12066666666666667
13,52.000631426878186,5.376091996138622,0.4819166666666667
14,52.13017724125053,5.130895802925225,0.037
15,52.10334914995516,5.013553931979207,0.06633333333333334
16,52.08590517064372,5.019885824573917,0.13399999999999998
17,52.03907862355974,4.935094446224729,0.18175
18,52.05393106114677,4.988451953237675,0.10725
19,52.00665037335452,5.189727683840574,0.09561538461538463
20,52.0087569296479,4.731648812303222,0.23583333333333334
21,52.01453768695446,5.198068828264109,0.12291666666666667
22,52.07600793696843,5.05904517828283,0.04741666666666666
23,52.07793678555465,5.121888253410522,0.11683333333333334
24,52.01938315095038,5.0792144901817915,0.09841666666666667
25,51.95027868619687,4.858501696142062,0.16758333333333333
26,51.97855417504101,4.972368884137797,0.09599999999999999
27,52.02483268591973,4.919094338594271,0.16116666666666668
28,51.96066157597757,4.929569852737344,0.12275000000000001
29,52.0514187346089,4.989742684253144,0.1465
30,51.97986577280187,5.16463541931883,0.1065
31,52.09174958917715,5.117107744625924,0.09158333333333334
32,52.09491600355468,5.12625299824994,0.09141666666666666
33,52.100335904878584,5.151937256253572,0.05392307692307692
34,52.091898602694165,4.89386321732363,0.11408333333333333
35,52.08485748438617,4.747326869894829,0.15158333333333332
36,52.04211745919039,4.892793705243776,0.158
37,52.130840143733636,4.910360249835167,0.14333333333333334
38,52.00856160902384,5.427212355242435,0.1275
39,52.12005630592163,5.139101279224226,0.08483333333333333
40,52.08765081710609,4.786215378000869,0.26999999999999996
41,52.0883086468212,4.972226892134429,0.14814285714285713
42,52.12622039326098,4.857720659928095,0.1445
43,52.108658416489575,4.9380695145780065,0.15516666666666667
44,52.04130930122653,4.899449117217519,0.2644444444444444
45,52.02390309568415,5.139735596654416,0.09050000000000001
46,52.049802629091566,5.1293586091378645,0.24525
47,52.08851595789308,5.09173915298427,0.0996153846153846
48,52.011418983271355,5.192663530839771,0.09716666666666667
49,51.99190541975283,4.997098491620771,0.18375
50,52.04927384348121,5.125964963799101,0.020416666666666666
51,52.03649403013885,5.071445566480098,0.20375000000000001
52,52.13777277841577,5.019065007163874,0.09616666666666668
53,51.998581710516966,5.208300046006833,0.10075
54,52.11656623218849,5.026583521790423,0.02033333333333333
55,52.11707468278349,5.016636651387236,0.021083333333333332
56,52.08009224991679,4.916853224933394,0.020833333333333332
57,52.09444031836708,4.999137644529935,0.0765
58,52.06806494928459,5.124601081311386,0.07416666666666667
59,52.1464929882674,5.0139234992561015,0.076
